food_code,food_name,meal_type,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit
ASC001,Hot tea (Garam Chai),"breakfast,snack",asc_manual,68.16152191,16.14429855,2.581947565,0.387885988,0.532066524,2.576009512,0,321.4964294,144.1805267,16.38954926,0,14.20427513,11.50118732,1.035629392,3.118764639,13.94536781,0.021615203,0.005914489,0.112826601,0.000475059,0.002256532,0,0.041092638,0,0.026128266,0,0,0.001923991,0,0.856294572,0.003562945,0.013206651,0.009501187,0.040665083,0.004750594,0.24228029,0.856294572,0.238717332,23.75296974,tea cup
ASC002,Instant coffee,"breakfast,snack",asc_manual,97.76667023,23.15583229,3.653333426,0.640666664,0.74666667,3.61500001,0,451.1666565,202.3333282,23,0,20.86666679,18.18666649,3.633333206,4.916666508,44.5,0.060999997,0.012333333,0.218333334,0.000666667,0.015666667,0,0.064999998,0,0.036666669,0,0,0.028666666,0,1.245000005,0.005266667,0.019733334,0.178666666,0.056666665,0.0068,0.776666641,1.245000005,0.335000008,33.33333206,tea cup
ASC003,Espreso coffee,"breakfast,snack",asc_manual,216.9968414,51.54337311,6.620504856,1.747003078,2.138170242,6.533753872,0,1291.671875,580.1577148,66.21450806,0,58.10409927,50.24921036,8.574132919,13.97791767,103.8643494,0.147634074,0.038201895,0.563091457,0.001892744,0.034384858,0,0.191482648,0,0.105394326,0,0,0.054258678,0,3.487381697,0.014763407,0.054889593,0.352681369,0.16182965,0.019211356,1.81072557,3.487381697,0.951104105,94.63722229,tea cup
ASC004,Iced tea,snack,asc_manual,44.09062195,10.34218788,2.701562405,0.027968749,0.0109375,2.701562405,0,5.46875,0,5.46875,0,1.1796875,0.584375024,0.39062497,0.234375,5.215624809,0.02140625,0.0030625,0.0546875,0,0.0009375,0,0.00796875,0,0,0,0,0.0016875,0,0.401562512,0.001640625,0.000671875,0.00546875,0.0068125,0.002734375,0.00625,0.401562512,1.859375,0.21875,tall glass
ASC005,Raw mango drink (Aam panna),snack,asc_manual,152.3947906,35.91822052,9.047467232,0.157034457,0.026340783,7.490847111,0.612025142,6.138268471,5.888193607,9.430632591,0,7.077746868,3.335195541,4.248603344,79.82497406,31.45298004,0.135460898,0.025819367,0.047700185,0.002187151,0.052229982,0.010614526,0.029017691,0,0.172458112,1.46030724,0,3.443668604,0,5.233556747,0.004068901,0.00453445,0.052905027,0.025716946,0.025148975,0.272984177,5.233556747,16.87210464,167.1862183,tall glass
ASC006,Fruit Punch (with fresh juices),snack,asc_manual,153.8872833,36.11684418,9.380591393,0.139348939,0.032502044,9.245637894,0.060054932,6.206655979,1.301735163,10.08202648,0,5.068009377,10.24249744,3.196671247,2.632138252,33.43281174,0.101978563,0.00980095,0.030541854,0.000262706,0.126043707,0.002847511,0.022566067,0,0.046497099,0.049133345,0,0.561272025,0,4.51407671,0.016708553,0.004304978,0.040735025,0.043319281,0.014121359,0.152406156,4.51407671,7.612774849,45.53494644,tall glass
ASC007,Fruit Punch (with squashes),snack,asc_manual,98.22452545,23.12828255,5.989855766,0.07234481,0.016838526,5.883439064,0.168226153,5.230045795,1.631409883,7.073691845,0,3.300873995,9.265067101,1.884335756,2.257480145,16.64989471,0.061472453,0.007000308,0.035449006,0.000493204,0.081855878,0.002187596,0.01189953,0,0.027961459,0.053635884,0,0.652341247,0,1.815893769,0.004663657,0.002422962,0.01794525,0.016467033,0.008435669,0.078176737,1.815893769,2.999492884,55.68623734,tall glass
ASC008,Lemonade,"breakfast,snack",asc_manual,88.6614151,20.79898262,5.478568077,0.034817468,0.010450967,5.471953869,0.01686471,4.652827263,0.037881177,5.302791595,0,1.839656353,0.668575525,0.730136037,28.52360725,5.730135918,0.047916967,0.00730136,0.073843956,0.000180387,0.003035075,0.002863278,0.01166786,0,0.001317108,0.009649249,0,0.46957767,0,0.604151726,0.001345741,0.000973515,0.006413744,0.006127416,0.002634216,0.006327845,0.604151726,1.509405851,53.69505692,glass
ASC009,Lem-o-gin,snack,asc_manual,91.63279724,21.5173645,5.551969051,0.080756836,0.02810091,5.384456635,0.129194111,9.411353111,1.466026664,13.20112133,0,2.197897673,1.587105751,1.863910317,28.13481522,14.16608238,0.086853541,0.009880869,0.072291523,0.000449895,0.083910301,0.003083392,0.019621583,0,0.008016818,0.095430978,0,0.996846497,0,0.818920791,0.002158374,0.001793973,0.01510862,0.011044148,0.006783462,0.02868956,0.818920791,1.591828942,59.48283005,glass
ASC010,Cumin infused water (Jeere/Zeere ka pani),"breakfast,snack",asc_manual,38.22722244,9.089806557,1.864382148,0.169516787,0.11049059,1.4616009,0.463533759,14.50107002,40.03645706,33.52784729,0,10.84382153,4.472076893,5.280117989,189.5951233,32.15123749,0.315020293,0.017484324,0.129450381,0.001917374,0.233412027,0.016967909,0.042736996,0,0.013493177,0.57188493,0,1.768720031,0,0.926720738,0.009664331,0.003297676,0.049007747,0.01094799,0.006595352,0.034798969,0.926720738,1.0662781,64.09368896,glass
ASC011,Coco pine cooler,snack,asc_manual,138.4729309,32.74876022,5.717686176,0.555053234,0.999981463,5.523442745,0.257246643,627.3115234,248.9610443,41.49863815,3.401203156,17.81040192,13.4688158,6.591314316,23.19581413,66.64993286,0.125765845,0.01422721,0.305127263,0.000475706,0.134488657,0.004627487,0.069111526,10.52753353,0.067526609,0.067137897,0,0.843776047,0,2.924518824,0.025393335,0.043061085,0.054775566,0.14250578,0.018373439,0.29131189,2.924518824,2.468739033,96.55332184,tall glass
ASC012,Summer cooler,snack,asc_manual,95.21651459,22.4288311,5.431630611,0.373903692,0.035400074,5.212235928,0.19671613,10.71333885,1.873307228,16.84684372,0,8.129868507,11.4560461,7.623409271,1.573464274,93.06315613,0.276763856,0.00828003,0.168701738,0.000969514,0.156958312,0.004447499,0.04293333,0,0.154350862,0.138740554,0,2.311614037,0,12.91691494,0.034632675,0.012597339,0.107482314,0.12299034,0.028821817,0.45404157,12.91691494,20.92254066,219.7471771,tall glass
ASC014,Hot cocoa,"breakfast,snack",asc_manual,378.2355957,90.09999847,9.234031677,3.362827301,4.56282711,9.006282806,0,2752.146729,1257.172729,139.4764404,0,113.664917,101.4073257,16.05445099,24.20314026,132.1465912,0.314659685,0.094554976,0.895287991,0.003769633,0.009424083,0,0.423560202,0,0.21801047,0,0,0.023560211,0,7.221989632,0.030785341,0.104607329,0.10209424,0.320418835,0.03879581,1.865968585,7.221989632,1.894240856,189.1099548,cup
ASC015,Cold coffee with ice cream,snack,asc_manual,286.6069641,67.84875488,11.24477673,1.570149183,2.109452724,11.18009949,0.007960199,1283.980103,567.9602051,67.66169739,1.170149326,53.29353333,44.9791069,7.255721092,13.84477615,90.26865387,0.123781092,0.028457711,0.50746268,0.00159204,0.024875622,0,0.162189052,3.621890545,0.107064679,0,0,0.042786069,0,3.146268606,0.016318407,0.057014924,0.286567181,0.177114427,0.017711444,1.542288542,3.146268606,0.839800954,81.39303589,tall glass
ASC016,Banana milkshake (Kele milkshake),"breakfast,snack",asc_manual,274.3270569,65.30644989,9.145586014,1.843299627,2.371230125,7.95600605,0.255861074,1423.067993,634.168457,87.1895752,0,62.63907242,52.77221298,7.916642666,13.60868263,102.4254684,0.13175109,0.033898696,0.494934887,0.004052098,0.047554266,0,0.193082482,0,0.12503618,0.023154847,0,0.254703313,0,5.738350391,0.016819103,0.062214181,0.098480463,0.217756867,0.079959475,1.209840775,5.738350391,1.980318427,134.2981262,tall glass
ASC017,Mango milkshake (Aam milkshake),"breakfast,snack",asc_manual,239.1279907,56.90112305,7.231504917,1.726751089,2.345879078,7.148523331,0.264416307,1394.571045,633.5583496,88.45006561,0,62.33333206,50.49873352,6.171308041,13.27369881,79.06610107,0.154767931,0.033507735,0.749648392,0.004838256,0.036652602,0,0.187651187,0,0.150773555,0.52180028,0,0.670886099,0,15.09957886,0.019440226,0.061589312,0.07827004,0.189127982,0.037203938,1.227566838,15.09957886,5.65485239,301.5471191,tall glass
ASC018,Pineapple milkshake (Ananas milkshake),"breakfast,snack",asc_manual,235.0617218,55.71769333,7.624691486,1.659259319,2.228806734,7.600000381,0,1336.790161,599.5061646,68.14814758,0,59.91769409,47.88148117,5.142386913,14.05432034,65.67900848,0.113580249,0.022057613,0.469135821,0.001975309,0.120164603,0,0.182716042,0,0.113580249,0,0,0,0,4.788477421,0.024691358,0.055967078,0.055967078,0.179423869,0.027983539,0.977777719,4.788477421,2.803292274,100.0823059,tall glass
ASC019,Orange milkshake (Narangi milkshake),"breakfast,snack",asc_manual,241.5023499,57.4150238,7.107042313,1.864788771,2.523943663,7.078873158,0,1525.070435,683.9436646,77.74647522,0,67.41783905,55.47042084,5.303286552,14.62535191,73.42723083,0.106103294,0.021408452,0.535211265,0.002253521,0.010328638,0,0.189671353,0,0.140375584,0,0,0,0,5.275117397,0.020657277,0.062910795,0.054460093,0.204225346,0.024882628,1.162441254,5.275117397,3.385915518,115.2582169,tall glass
ASC020,Egg nog,breakfast,asc_manual,407.6770935,97.14144897,8.145041466,4.77630949,5.110444546,8.061746597,0.019752884,2633.507324,1536.205933,299.5502625,60.29653931,102.1317978,107.23526,8.994069099,40.64762878,115.1400299,0.430593103,0.042214166,7.425584793,0.003172982,0.017594729,0.002306425,0.470296532,32.61943817,0.424728155,0.076886326,0.138385504,0.100362435,2.406919241,13.80754471,0.033710048,0.118682042,0.083624385,0.511696875,0.058240525,4.57329464,13.80754471,1.58945632,180.5286865,tall glass
ASC021,Sweet Lassi (Meethi lassi),"breakfast,snack",asc_manual,151.1864471,35.66101837,6.508474827,1.288135529,0.677966118,6.508474827,0,431.6384277,178.5310669,22.59886932,2.485875607,45.64971924,38.46327591,4.384181023,18.30508423,63.50282669,0.031638417,0.005423729,0.451977402,0,0,0,0.162711859,6.327683449,0.011299435,0,0,0,0,4.067796707,0.013559322,0.061016951,0.04519774,0.11299435,0.02259887,0.587570608,4.067796707,0.225988701,4.745762825,tall glass
ASC022,Lassi (salted),"breakfast,snack",asc_manual,79.42941284,18.84494209,1.856243372,1.354937911,0.718629658,1.843697667,0.017926756,451.6355591,191.6001129,26.17424774,2.598936796,47.78381729,40.39220428,4.839929104,65.4016571,67.37389374,0.036137033,0.000767868,0.47490254,7.44E-05,0.00248671,0.003544005,0.168038979,6.615475655,0.012693443,0.007147076,0,0.086237453,0,4.269220352,0.014483166,0.063868873,0.048948612,0.118263438,0.023857059,0.61500293,4.269220352,0.240992323,5.288245678,tall glass
ASC023,Cheese and chilli sandwich ,breakfast,asc_manual,916.6547241,218.1146698,27.40143394,6.795605183,9.780448914,2.379910231,2.078744411,5276.391113,2277.001709,351.3721924,23.04932594,113.789238,89.97757721,18.85919189,437.5007935,142.3139038,0.990627766,0.096143499,4.570986271,0.00335426,0.322869956,0.020627802,0.555336297,97.39910889,0.252331853,0.240717486,0,5.853811741,0,28.95017815,0.136591926,0.09278027,1.001121044,0.097309418,0.074753359,1.771703959,28.95017815,22.06278038,518.1121216,triangle
ASC024,Egg sandwich (Ande ka sandwich),breakfast,asc_manual,1198.246338,285.9570923,29.15723991,8.69467926,15.79773426,1.863645315,1.877635479,8437.211914,4047.354736,733.8719482,121.625618,110.1330032,107.3152695,18.87931061,461.6703491,129.5862122,1.441921115,0.111527093,14.1582756,0.000334975,0.339901477,0.021674877,0.7701478,190.3448181,0.698867023,0.126502454,0.206896544,1.93596065,3.598522186,29.39847183,0.145123154,0.098965518,0.977093577,0.370935977,0.082118228,4.53935957,29.39847183,0,134.0344849,triangle
ASC025,Cucumber sandwich (Kheere ka sandwich),breakfast,asc_manual,792.8148193,188.5979004,25.76510239,4.798436165,7.997695446,1.643292189,2.449218273,4322.51416,1808.724243,287.5267639,17.53086281,87.83538818,62.30041122,21.60493851,362.6423035,154.0576172,1.019382715,0.094814815,3.576666594,0.002748971,0.312757194,0.019753087,0.456131667,78.84774017,0.205226347,0.624197543,0,4.687242508,0,21.34111023,0.117119342,0.044814814,0.937654316,0.190534979,0.060370371,1.191316843,21.34111023,2.514403343,129.5432129,triangle
ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),breakfast,asc_manual,1080.780273,257.714325,29.10188293,8.196501732,12.79748917,4.101883411,2.329865456,7259.182129,3109.009033,440.29776,34.34977341,199.731842,195.3695068,21.5210762,571.9564209,143.3901367,1.044439435,0.097937219,4.732421398,0.00173991,0.541704059,0.019730942,0.905112088,134.3497772,0.394035876,0.152825117,0,2.147982121,0,21.66049194,0.138385653,0.09457399,0.904260099,0.136771291,0.074753366,1.226412535,21.66049194,6.523766994,97.00179291,triangle
ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),breakfast,asc_manual,1020.44635,243.3199158,26.92240334,7.918540478,12.27442074,2.846866846,1.974935651,6949.083496,2976.772461,438.7381897,32.87553406,191.2017212,187.9721069,20.96566582,549.7084961,148.5236053,0.998755336,0.090300426,4.515579224,0.000935622,0.318025768,0.025751073,0.87270385,128.5836945,0.347081542,2.648841143,0,6.81974268,0,20.9115448,0.132446349,0.089656651,0.954291821,0.1472103,0.066394851,1.22742486,20.9115448,5.422746658,1328.236084,triangle
ASC028,Chicken sandwich,breakfast,asc_manual,1063.579346,253.2726746,25.37733841,13.12411976,11.74866962,1.597939849,1.635879874,4795.682617,2264.605225,412.4721069,42.05793762,89.55751038,121.5665207,21.58798218,389.6655884,196.0772552,1.18630898,0.186008587,10.8263092,0.000291845,0.299570829,0.018884121,0.704034328,84.92017365,0.317467809,0.110214591,0.533047199,1.369098783,10.73819733,19.0621891,0.152188838,0.065622315,3.94098711,0.449785382,0.241931334,1.619699478,19.0621891,0,61.71244431,triangle
ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),breakfast,asc_manual,1223.061768,291.4269104,28.54493713,9.528888702,16.1376133,2.816131592,4.029465199,5981.631836,5583.695313,2667.59668,17.53086281,94.03292084,134.2695465,56.1934166,364.9900513,252.8230438,1.583168745,0.275884777,4.208353996,0.002337449,0.631687224,0.113580249,1.063127518,78.84774017,1.122921824,4.000740528,0,6.790123463,0,36.27938461,0.234403297,0.069506168,3.233950615,0.250205755,0.09946502,0.586378634,36.27938461,5.199588776,1274.975342,triangle
ASC030,Rainbow sandwich,breakfast,asc_manual,1145.565674,272.7514038,34.26394653,7.746617794,12.53957653,4.045274258,2.1028018,7021.956055,2934.209961,411.2226868,31.15525246,172.0380859,149.850647,20.42751122,612.4857788,143.9743805,1.203842163,0.101359122,4.998483658,0.000533194,0.361756414,0.023000523,0.762603223,128.3847351,0.361505479,0.129576579,0,2.147381067,0,21.6939106,0.200141147,0.090710923,1.155943513,0.082310505,0.059822269,0.683894396,21.6939106,2.117412567,188.0872955,triangle
ASC031,Club sandwich ,breakfast,asc_manual,982.3527832,235.324173,18.50842094,7.310127735,15.12153625,2.013257504,1.808193445,6110.900391,5725.70752,1625.375488,31.26031303,115.6785202,128.0248871,18.59957314,461.6601563,168.9985809,0.862034142,0.078435279,3.73133707,0.001661451,0.226742536,0.009672831,0.874594569,80.88193512,1.188293099,1.91348505,0,13.56159306,0,19.82203484,0.159260318,0.087610245,1.332645774,0.356472254,0.104224749,1.977226138,19.82203484,6.828591824,918.3342896,triangle
ASC032,Vegetarian club sandwich,breakfast,asc_manual,829.6741943,198.3292542,19.68419266,5.451312065,11.32917023,2.080422401,2.056651592,4721.687012,3935.814941,1208.384644,23.13122177,122.4392166,120.4915543,18.65384674,305.3633118,159.7677307,0.774675727,0.074117646,3.111809731,0.002365008,0.244645551,0.010859729,0.575625896,85.76168823,1.23283565,3.268144608,0,15,0,21.15549088,0.097073905,0.066953242,0.778355956,0.203619912,0.074313723,1.808732986,21.15549088,7.240573406,973.7390747,triangle
ASC033,Pin wheel sandwich,breakfast,asc_manual,1295.39917,311.5205994,14.0041256,8.766905785,24.93470955,1.454349756,0.928968608,2856.295898,13907.45703,5907.964355,179.5157013,67.75336456,111.5919266,13.69058323,374.3905029,110.2959671,1.360134482,0.078206278,20.07233047,0.000304933,0.182062775,0.019730942,0.801973104,109.7757874,6.650538445,0.115156949,0.376681596,0.766816139,6.551569462,32.43896866,0.086367711,0.131345287,0.483632267,0.700896859,0.116008967,8.38336277,32.43896866,0,70.48879242,triangle
ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),breakfast,asc_manual,899.8164673,214.1118469,29.04496193,5.297377586,9.123984337,5.295166969,3.656041145,5161.195801,2211.029297,628.9768677,21.0539856,118.0475082,97.76477814,31.48884201,302.8827209,228.8174744,1.797544956,0.138149098,3.599087477,0.004586118,0.631850898,0.453984588,0.780334175,89.3059082,0.247339338,0.453059137,0,14.89881706,0,22.31636238,0.126555264,0.06803342,1.439293027,0.209074557,0.096079692,1.712712049,22.31636238,2.780668497,2220.142578,triangle
ASC035,Salami sandwich,breakfast,asc_manual,1068.35022,255.5937042,21.53845024,8.695690155,15.50989914,1.99636364,1.969562292,6875.04248,5531.678711,1238.082153,33.34680176,73.54276276,88.61346436,20.80942726,662.7457275,194.0606079,1.106767654,0.103367001,4.517609596,0.001845118,0.261683494,0.016161617,1.050639749,64.51178741,0.219225585,0.425858587,0,3.536969662,0,17.03397369,0.252053857,0.090471379,2.068181753,0.5056566,0.128383845,2.387508392,17.03397369,1.686195254,104.030304,triangle
ASC036,Vegetable and mayonnaise sandwich,breakfast,asc_manual,1020.228394,244.2624969,23.2014122,4.473674774,15.39840412,2.348879814,2.351200581,4467.598145,6614.597168,2487.480957,21.87408447,79.5275116,55.55429459,16.69971466,342.6957703,143.1024933,0.914824307,0.091698386,3.167972088,0.003183016,0.300248891,0.024158126,0.416815519,78.6969223,2.663140535,1.792115688,0,9.374605179,0,24.96819115,0.11274524,0.056961931,0.863601744,0.105585657,0.083184481,0.982071757,24.96819115,18.88713837,2218.252686,triangle
ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),breakfast,asc_manual,933.2310791,222.106369,25.90302467,7.655546188,10.509202,2.091680527,1.767479062,5164.055664,2761.661865,611.9790039,95.63024902,95.71218109,95.46743774,18.1050415,423.258728,150.4663849,1.303403378,0.101428568,12.16020966,0.00060084,0.307773113,0.025210084,0.689453781,124.2857132,0.665000021,1.350546241,0.176470578,3.873949766,3.069327593,27.4501667,0.137226894,0.085252099,0.987815082,0.351680666,0.09021008,4.078739643,27.4501667,3.32668066,790.6680908,triangle
ASC038,Sweet open sandwich,breakfast,asc_manual,1026.932251,244.2458038,39.24372864,4.985423565,8.153898239,12.23084736,2.356610298,4453.8125,1778.485718,289.966095,18.0508461,85.1844101,60.49559021,22.74440765,205.2708435,230.9661102,1.146101713,0.130338982,3.622372627,0.006576271,0.388813555,0.013559322,0.426101685,81.18643951,0.228644073,0.127457619,0,1.428135633,0,22.12203407,0.118305087,0.056440677,0.992542386,0.129999995,0.214237288,0.563728809,22.12203407,2.80169487,146.6779633,triangle
ASC039,Mushroom and cheese sandwich (toasted),breakfast,asc_manual,951.300354,227.4191132,21.01293755,7.785544395,13.00805283,2.106666565,2.284356356,7548.32666,3185.626953,525.333313,35.11551285,172.3531342,196.8514862,21.16171646,456.571228,198.3696442,0.843927383,0.092871286,3.637392521,0.003524752,0.280528069,0.015841585,0.798151791,139.4059448,0.313102305,6.863630772,0,5.686468601,0,16.7653141,0.100528054,0.086105607,0.877392709,0.246864691,0.079768978,4.001616955,16.7653141,0,83.19802094,triangle
ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),breakfast,asc_manual,939.4191895,224.5795135,21.41557693,6.821847916,12.95194721,2.67432332,1.779405951,7543.296875,3193.442139,477.8085938,35.11551285,169.2244263,173.2013245,19.03630257,457.937561,148.5346527,0.82082504,0.076369636,3.637392521,0.001214521,0.260726064,0.01980198,0.778349817,139.4059448,0.382409245,3.989042759,0,9.521452904,0,19.11844826,0.110429041,0.082805283,0.821287096,0.16435644,0.066567659,1.315148473,19.11844826,8.339934349,2005.970337,triangle
ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),breakfast,asc_manual,692.5997925,164.90065,25.16836166,4.604915619,5.427161217,1.3327775,2.885905504,576.4678345,962.9064941,2954.178467,0,64.15314484,61.79981995,26.6628952,262.6282043,342.7329407,1.107150435,0.12384472,2.895105362,0.001989536,0.434138387,0.023066103,0.519772708,0,2.311007023,1.747023344,0,7.862656116,0,23.63707733,0.135729954,0.035650633,1.199886918,0.260023057,0.103817716,1.109565139,23.63707733,15.87464905,289.2605286,toasted triangle
ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),breakfast,asc_manual,1046.805176,249.5557251,24.05218697,12.40013409,11.97568512,6.396068573,2.116285324,4540.435059,2891.98877,3093.700439,0,274.1019592,190.7809753,27.81057358,268.8977051,127.8378601,1.255673766,0.12834543,12.97217941,0.050597131,0.4296377,0.021940928,1.626945615,0,2.293004274,1.720019102,0,6.90850687,0,58.65254974,0.117727146,0.076156959,0.7903229,0.309530795,0.076813504,9.971449852,58.65254974,5.45552063,282.9595642,toasted triangle
ASC043,Chicken sandwich (toasted),breakfast,asc_manual,705.5847778,167.367981,18.81935692,12.08105278,5.315614223,2.134268999,1.641988277,1141.776611,725.9234009,213.0877228,26.56725121,99.98654938,147.9491272,20.66666603,327.5487671,203.5555573,0.988918126,0.1691228,9.35827446,0.002538012,0.242982462,0.013450292,0.733742654,18.23157883,0.179736838,0.242339179,0.484210521,4.004093647,9.754385948,24.22190094,0.126491234,0.065175436,3.503070116,0.499122798,0.244649112,2.621900558,24.22190094,15.16842175,316.1491394,toasted triangle
ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),breakfast,asc_manual,723.4983521,171.7751617,20.25550652,11.0550251,5.611410141,1.943060637,2.453407526,2222.36792,1918.946045,274.9151001,27.29206085,70.78671265,115.5461121,26.19219589,290.0722961,234.3514252,1.506569028,0.128413871,3.43575716,0.001499232,0.421647578,0.023038752,1.695402265,1.772211671,0.141951799,1.831443191,0,7.491508007,0,21.6146946,0.161440805,0.097709119,2.51008153,0.447930664,0.144506142,1.54444766,21.6146946,6.500123501,216.2007904,toasted triangle
ASC045,Classic club sandwich,breakfast,asc_manual,840.3042603,200.8309937,18.49158859,6.736375809,11.56259537,1.857225895,1.623847842,4632.532715,4002.400146,1496.107178,62.87472153,107.7264862,127.9778519,20.01583862,277.492218,167.5682373,1.093780756,0.080425054,7.878165245,0.002192394,0.244451895,0.003579418,0.726711392,97.16330719,1.432774067,1.172035813,0.093959726,20.78818703,1.63422811,25.45897102,0.1141387,0.084116332,0.875570476,0.356308728,0.100984342,3.541834354,25.45897102,7.244832039,1056.796387,triangle
ASC046,Sesame toast,breakfast,asc_manual,2042.694824,495.1863403,11.14696693,1.899099112,49.37817764,1.46264267,1.318979025,5926.632324,10168.22754,30988.80664,0,43.44484329,36.66726685,15.33673668,128.7751923,172.9849854,0.718878865,0.072782785,1.38914907,0.001531532,0.14448449,0.026226226,0.295075089,0,23.90890884,1.026986957,0,7.051651478,0,14.20060062,0.074174173,0.018248249,0.564324319,0.112912916,0.056156155,0.596636653,14.20060062,11.07527542,744.635498,toasted triangle
ASC047,Cracked wheat porridge (Meetha daliya),breakfast,asc_manual,341.086853,81.56513977,8.870967865,2.642679691,4.080645084,5.117866039,0.620347381,1828.163818,1007.444153,870.9677124,0,75.88088989,59.92059326,5.176178932,15.89330101,71.43920898,0.321588069,0.021116626,0.589330018,0.00248139,0.006203474,0,0.206699744,0,0.747146368,0,0,0.078163773,0,4.3610425,0.018610423,0.068238214,0.049627792,0.210918114,0.024813896,1.228287816,4.3610425,1.246898293,124.0694809,bowl
ASC048,Semolina porridge (Suji/Rava daliya),breakfast,asc_manual,423.0575562,100.8943558,12.38705063,3.750359535,4.082014084,7.537769794,0.69928056,2440.746094,1096.571167,147.4820099,0,108.5165482,95.42446136,10.22949696,23.20575523,123.9928055,0.35503599,0.063525178,1.640647531,0.004028777,0.151438847,0.00647482,0.4528777,0,0.21223022,0.589208663,0,0.086330935,0,8.169425011,0.047841728,0.101798564,0.153237402,0.359712243,0.043884892,1.81223011,8.169425011,1.807554007,199.7122345,bowl
ASC050,Oatmeal Porridge,breakfast,asc_manual,306.4572754,72.85364532,8.766331673,2.595477343,3.221105576,5.197236061,0.391959786,1764.698486,918.8442383,246.9849243,0.015075376,76.83416748,80.12060547,10.96984959,16.14321709,91.03015137,0.281155765,0.039849248,0.747487426,0.002512563,0.190200999,0,0.324874371,0,0.167839199,0,0,0,0,6.023869514,0.071608037,0.071608044,0.090452261,0.251256287,0.042211056,2.198492289,6.023869514,1.262562871,125.6281433,bowl
ASC051,Cornflakes with milk,breakfast,asc_manual,493.7050476,117.3266144,14.94820118,3.591367006,5.119424343,9.973381042,0.776978433,2784.820068,1530.431641,370.575531,0,106.474823,108.4259033,14.97553921,26.54820061,132.8777008,0.424460441,0.061726619,1.467625856,0.003453237,0.236330941,0,0.460431635,0,0.338848919,0,0,0,0,15.78129482,0.135971218,0.209352508,0.500719428,0.328057557,0.052877698,2.669784069,15.78129482,1.735251784,172.6618652,bowl
ASC052,Rice flakes (Chiwda/Aval),snack,asc_manual,471.3669128,112.4402847,15.56870461,3.617266178,3.990647316,7.279856205,0.373381287,2367.625732,1093.920898,181.4028778,0,103.1500015,104.4330978,15.61438847,22.40215874,115.3956833,0.61654681,0.057410073,0.820143878,0.00884892,0.104676254,0.0176259,0.448561162,0,0.195323735,0,0,0.107913673,0,6.982014179,0.038848918,0.099280573,0.241726622,0.345323741,0.036690649,1.751438737,6.982014179,1.735251784,176.2888489,bowl
ASC053,Wheat flakes,snack,asc_manual,471.3669128,112.4402847,15.56870461,3.617266178,3.990647316,7.279856205,0.373381287,2367.625732,1093.920898,181.4028778,0,103.1500015,104.4330978,15.61438847,22.40215874,115.3956833,0.61654681,0.057410073,0.820143878,0.00884892,0.104676254,0.0176259,0.448561162,0,0.195323735,0,0,0.107913673,0,6.982014179,0.038848918,0.099280573,0.241726622,0.345323741,0.036690649,1.751438737,6.982014179,1.735251784,176.2888489,bowl
ASC054,Murmura (Puffed rice),snack,asc_manual,475.0359802,113.3171921,15.66906452,3.620503426,4.042446136,7.31223011,0.276259005,2342.032959,1052.349365,123.9712296,0,103.7866974,99.79280853,14.17589951,22.52194214,114.5323715,0.626259029,0.056330934,0.820143878,0.00647482,0.106834531,0.012230216,0.444244593,0,0.194244608,0,0,0.107913673,0,6.069064617,0.037769783,0.099280573,0.270863295,0.33453238,0.042086329,1.845323682,6.069064617,1.735251784,178.107193,bowl
ASC055,Puffed wheat (Murmure/Moori),snack,asc_manual,475.0359802,113.3171921,15.66906452,3.620503426,4.042446136,7.31223011,0.276259005,2342.032959,1052.349365,123.9712296,0,103.7866974,99.79280853,14.17589951,22.52194214,114.5323715,0.626259029,0.056330934,0.820143878,0.00647482,0.106834531,0.012230216,0.444244593,0,0.194244608,0,0,0.107913673,0,6.069064617,0.037769783,0.099280573,0.270863295,0.33453238,0.042086329,1.845323682,6.069064617,1.735251784,178.107193,bowl
